id, folding
bpRNA_RFAM_26285,......((((((((((..(.(((......((.((((..((......))..)))).))....))).)..))..((((.(((((.............))))).))))......................(((((((...)))))))(((((..((........))..))))).))))))))........
bpRNA_RFAM_41441,.((((((((......)))..)))))..((((((((..((......))..))))))))............(((((((((((((...))))))).))))))..............((((.((((....)))).))))......(((((((((((.......))))))))))).................
bpRNA_RFAM_3042,(((((((((((((((.((((((((..(((..(.((((((.................(((.((((....(((((.((...((((...(((((....)))))..))))....)))))))..)))).)))((((((.....)))))))))))).).)))......)))))))))))).))))))))))).
bpRNA_RFAM_6217,................(((.(((((..((......((((((....))))))..((((((((((.......(((((....)))))))))))))))(((......))).((((((((...(((((((((.(((((((.......)))))))..)))))))))...)))).))))))..)))))..))).
bpRNA_RFAM_26193,...((((..(((((.......)))))..))))(((...(((((.............(((((((.(((.(((....(((((........))))).......)))......(((((...................)))))(((((.....)))))))).).)))))).............)))))))).
bpRNA_RFAM_26263,((((((((........(((.(..(((...((.(((((......((((.(..(((((........)))))..).)))).....))).))))....)))..).)))..(((.(((((((.....((..(((....((((...))))..)))..))......))))))).)))))))...))))......
bpRNA_RFAM_26232,...(((((.....(((((.(((((((...((.(((..(..(((.....)))..)..)).).))...))))))).))..........................(((((.......)))))...))).))))).....(((((((((((((.(((........))).))))))))))))).........
bpRNA_RFAM_9208,((((.((((........)))).))))((((...((..((......))..))...))))....((((((((((((((....((.((((((((.....((((....)))))).)))))).))..))))..))))))))))((((((((.((((((...((((...)))))))).)).))))))))....
bpRNA_RFAM_26101,........((((......(((((.....(((.((.(.((((........)))).).))))))))))..((((((((((.....))))))..........))))..))))........................((.(((.((.((((((.(((........))).)))))).)).))).))......
bpRNA_RFAM_26138,.................(((((.....(((..((((..((((......)))))))).))).....(((......((((.....))))......)))....((((((.............))))))))))).......(((((.((((((.(((........))).)))))).)))))..........
bpRNA_RFAM_40656,..((.((((.((((((((((((((((((..........))))..)))..........((((((((((...))).)))..))))...(((((((((((((..((((.(....)))))..(((((((.....))))))).)))).))))))))).)))))))))))................)))))).
bpRNA_RFAM_26013,.................(((((((....((((((((.(((......(((((((((((((.....)))))...))))).)))....................(.((((.......)))).)))))))))))).....(((.(((((((((...(........)...))))))))).))))))))))..
bpRNA_RFAM_24632,...................(((((((.((((((....))))))......((.....))(((((....)))))..)))))))..................((((...((((..(((((............(((((((.((((((....))...)))).))))))))))))..)))).)))).......
bpRNA_RFAM_26307,((.....((.((((((.(((((((....(((((.((((((....)))..))).)))))))).))))........((((......))))..(((((.......)))))..........(((....))).(((.((((.....((.(((....))))).....)))).)))...)))))).))...)).
bpRNA_RFAM_33329,((((....))))......(((((..(((.....((((((((...))))))))..))).((((.(((((((((.((((((...))))))....))))))))).))))(((...))).(((((....(((((....)))))....))))).........(((((...........))))))))))....
bpRNA_RFAM_26192,((.....(((((((.....(((((..(((((((((...........)))))).)))..))).))((((....(((...)))...))))...........(((((((.............))))))).................((((((.(((........))).)))))))))))))......)).
bpRNA_RFAM_26295,......(((.((((((((((((((((.((((((((((....(((((((((....((((.......))))...)))))))))...)))..)))))))....((((((.((((....))))))))))..))))))).......((((((....))))))....))))))))))))..............
bpRNA_RFAM_18518,...(((((..(.((((.((((((((((((.((.((((((((.((((((((...((((((.(((..(((((((.((..(((((((((....((((....))))..)))))))))..)).)))))))..))).)))))).....)))))))))))))))).)).)))))))))))).))))))))))..
bpRNA_RFAM_26313,.....((((.........))))......((.(((((((((......)).))))))).)).....(((((...((((((................))))))..............(((((((((((....................((((.(((........))).)))))))))))))))..)))))
bpRNA_RFAM_26224,...(((((...........))))).......(((((..((((((((...(((((...((((....))))...)))))........(((((...........(((.........)))......((((((..................)))))).........)))))...)))))))).....)))))
bpRNA_RFAM_3028,(((((((((((((((.(((..((.((((.((((..........(((..........)))...(((((((....(((((((((.((.....((((((....).)))))..))))..)))))))....))))))).((((((((...))))))))...)))))))).)).)))))))))))))))))).
bpRNA_RFAM_26723,...........((.......((.((((((.....(((((((((((..((((((....)))))).....)).)))))))))((((..(((((...)))))..)))))))))))).......)).((.(((((((.....((((((.(((((((.....))))))).))))))..))))))).))....
bpRNA_RFAM_26294,(((....((((((((..(((.((((..((((((((..((((........))))..)))......(((.(...............))))...(((((.....)))))...)))))..)))).)))((((.((((((.((((........))).).)))).)).))))....)))))))).....))).
bpRNA_RFAM_6146,((.((((((((..((((((.((((.(.(((.((((.(((((((((((((...........(((((((.(((((.(((((((((((.(((((((......)))))))...)))))))))))..)))))))))))))))))))))))))...)))).))).).)))).))))))..)))))))).))..
bpRNA_RFAM_26096,((.....((((((((.((((((((((((.((((.........))))))))))))......(((.(((...))).)))........((((((((((((...))))))........(((....)))....................))))))......(((((.....))))))))).)))))))))).
bpRNA_RFAM_26127,............(((((((((((((((((((((......)))))))........((((.......))))....(((((.....)))))...........))).)))))))))))(((((...((....))...(((..(((((((((((.(((........))).)))))))))))))))))))...
bpRNA_RFAM_26228,...................(((((((.......(((((((((....((((((((...((((....))))...))))).....................)))...)))))))))........))))))).....((((...(((((((((..((........))..)))).)))))....))))....
bpRNA_RFAM_3103,..((((((((((((((((.....(((((...))))).....)))................((((((((((...(((((.((.....((.(.((((((...))))))).)).....))))))).)))))))))).(((((((((...)))))))))(((((.....))))).)))))))))))))...
bpRNA_RFAM_26711,((((..((..(((((.((((((....(((....)))......(((((........)))))....)))))))))))..)))))).((((..(((......)))))))..((((............((((((.....((((((.((((((..........)))))).))))))..))))))))))....
bpRNA_RFAM_26050,((((((((((....((((..(((((((((((..((((...))))..))......((((.......)))).....(((((...))))).((((.......))))))))))).))..)))).......((((((..........))))))...((((((...))))))..))))))...))))......
bpRNA_RFAM_26247,(((((.(((((..((((((((...))))))))((((((((.(((((((......((((.......)))).....)))))))...(((((.(((......)))...)))))..............)))))).))((.(((((((.(((....)))...))))))).)).)))))...)))))......
bpRNA_RFAM_26135,((((.............((((((((.(((((((((........)))).)))))....((......))))))).))).................(((((....))))).......((.((.((((....)))))).))((((.(((((((..((((....))))..))))))).))))))))......
bpRNA_RFAM_9009,...((((((((((((((((..((((((....)))))).......(((..(((((...)))))....)))......)))).)))))))......)))))........((((((((...))))))))(((((((((((((.((((.....((........)).....)))).))))..)))))))))..
bpRNA_RFAM_26071,.......((((((((.((.((((.((..(((((((((((........))))).............(((((..((((((................)))))).))..)))..........)).))))..)).)))).))..((((((((((.(((........))).)))))))))).))))))))...
bpRNA_RFAM_1013,....((((.(......)))))............((((((.((((((........)))))).(((((....)))))..((((.((.((....)).)).))))....((((((((((...((((....)))).))))))))))...((((((((((....((...))..))))).)))))))))))...
bpRNA_RFAM_26140,..............(((((.(((((((((((((((...........)))))).)))..........)))))).)))))...........................................(((....))).....((((((.((((((.((((......)))).)))))).)))))).........
bpRNA_RFAM_26233,.(((.(((..((((((...((((.((..(((((((...((((....((((((((...((((....))))...)))).))))...))))))))...........((((....)))).......)))..)).)))).)))))).))).)))......................................
bpRNA_RFAM_3096,(((((((((((((((((.....((((.....((((((((((.......))))))))))...((((((....(((((((((((.(((...(((((......)))))..))).))..)))))))))....)))))).((((((....))))))(((.....)))))))...))))))))))))))))).
bpRNA_RFAM_26239,.......((((((((((((.((.......(((((((........)))).))).....((((....))))))))))))...............(((((((........(((.(((..(((.((......)).)))..))).)))....((((((((.......)))).)))))))))))))))))...
bpRNA_RFAM_26249,.......((((((.((((((((.((.((.(((((((..((((......))))...))).)))))).))..)))))))).......(((((.......)).)))....(((....((((....)))).....)))..(((((((((((.(..(((((.....)))))))))))))))))))))))...
bpRNA_RFAM_3045,.((((((.(((((((.((...(((((((........................(((((((..(((((.((....(((((((((.((.....(((((.......)))))..)))))..))))))...)).)))))...((((((...)))))).))))))).)))))))..))))))))).))))))..
bpRNA_RFAM_26267,.......((((((...((.((((((...((((((((((....))))))............(((((((...))))))).)))).)))))).))(((((((.(((..((((((....)))))).)))..((.(((..............))).)).((((((....)))))).)))))))))))))...
bpRNA_RFAM_24623,....(((((((.((.(((((((((((((((((((((((((((((.....))))))...))))).)))))))).......((((((((((....))))))))))(((((((...))))))).(((((......)))))(((..(............)..))))))).)))))))).))))))).....
bpRNA_RFAM_26250,(((..((((.((((((((((((........))))))..)))))).).)))..)))...((.((.(((((((..((((((...))))))............)))))......)).)).)).(((.((.((((.(((((..((((((((.((.....)).)).)))))).)))))....))))))))).
bpRNA_RFAM_9283,.(((((....)))))((((((((...))))))))((((((((..(((((...(((((.......))))).((((...))))(((((..(((((......))))).......)))))((((((..(((((...((((........)))))))))..))))))...)))))))))))))..........
bpRNA_RFAM_26229,..........(((((.(((((((....((((((((((.......))))))))))....)))....((((....(((.......))).))))..........)))))))))....(((((((.(((.((((((..((..(((((.....))))))).)))))).......))).))))))).......
bpRNA_RFAM_26275,((((((.........))))))......((((.((((.........)))).))))..........(((((.....((((...))))(((............)))...........((((((((((....................(((((.(((........))).)))))))))))))))..)))))
bpRNA_RFAM_41935,....(((((((((.((((....)))).))))))))).((((((((((((((((((((.(((...((((((((..(((...))).)))))))))))...)))))))...(((..(((..(((((...................)))))..)))))).))))))).((((.....))))..))))))..
bpRNA_RFAM_14027,...((.(((((....((.(((((((((..((...))..))))))))).)).((((......)))).......(((((.((......).).)))))...(((((((((.((((((.(((..((((........))))..)))..))))))..)))))))))...............))))).))....
bpRNA_RFAM_26113,((.((.((((((((..((((((.....((((((((((.......))))))))))(((((.....))))).))).)))....................((((.........))))....((((((..((((((.(((.(((.((....))))).)))))))))..).))))))))))))).)).))..
bpRNA_RFAM_1047,((((..(((.((((....)))).)))....)))).....(((.......)))(((((((((.....((((((...))))))..))))))))).............(((((((((...(((.((((....))))))))))))).((((((.((((((...........))))))..)))))).)))...
bpRNA_RFAM_3141,(((((((((((((((.((((((.....((.(((((((((((.............(((((....)))))..(((((((.(..((((.(.(((((.......))))).).))))...))))))))....((.(((((....))))).)).)).))))))))).))..)))))))))).)))))))).)))
bpRNA_RFAM_28816,.(((((.(((((((((((((((......(((((((......)))))))(((((.(.((((((((((.((((.((....)))))).))))))..(((....))).)))).))))))..))))))))))))....(((..((((.....))))..)))))))))))...(((((((.......)))))))
bpRNA_RFAM_24636,.(((..(((((..........((((((((.((((((((.....)))).........).))).)))))))).........))))).)))...........((((.........((((((((........(((((((...........)))).))).........))))))))...))))..........
bpRNA_RFAM_14034,..((((.(((..((((((((((...(((((.((((((....)))))).)))))...))))....))))))..)))..))))...........((((((((......))))))))........(((((((((.((..(((((.((((..(((....))).)))).)))))..)).))))))))).....
bpRNA_RFAM_41442,.........((((..(((........)))..))))...((((((.......................((((((.(((((......))))).............)))))).((((.(((((...))))).))))))))))(((((((((((.......)))))))))))....................
bpRNA_RFAM_1056,....(((((((((....))))((((((.......).)))))....(((((((......)))))))(((((((...)))))))...(((............)))......((((((((.((...((....)).)).))))))))..(((((((..(((...((...)).)))..).)))))))))))..
bpRNA_RFAM_28764,..((((((((((..(((((((..(((((((((((((((((....))))))..)))))).)))))...)))))))......((((..((((...(((((((((((((....))))))))))).))...))))..))))..((((((((((....((((...))))...)))))))))))))))))))).
bpRNA_RFAM_2952,((((.((((((...(((((....))))).))))))..)))).....(((..((....(((((....))))).((((.....)))).(((.((((.((((((..(((......((((((....)))))).......)))((((..((((.......))))..)))).)))))).)))).)))))..)))
bpRNA_RFAM_3165,.((..((((.(((((.((.((((((((......(((((((.....................(((((((.(....((((((((..((((.((((.........))))))))..))))))))..).)))))))((((((......)))))))))))))..))))))))...)))))))..))))..))..
bpRNA_RFAM_6240,.....(((((.((((((.(...((((((....))))))...)((((((((((.......(((((.....))))))))))))))).(((((((((.......)))))).)))((....)).((.(((((((((((((((.(....).))))).)))))))))).)).......)))))...).))))).
bpRNA_RFAM_9385,(((((((......)).))))).((((((....)))))).((.(((.((.(.((((((((.(((..((((.(((((((...(((.(((.....))).))).(((((...((.((((((....))))))...))..)))))..)))......)))))))).)))....)))))))).))).))).))...
bpRNA_RFAM_26505,.....((((...((((((....(((((...)))))....))))))....))))...((((.((((.(((.(((..........))).))))))).))))(((.((((......)))).))).........((((.(((((..(((((((...............)))))))...))))).))))....
bpRNA_RFAM_26679,.(((((((...)))))))((((.(((((....((((.(.........(((...((((((....))))))...)))(((((......)))))((((..(((((....)))))..))))..((..(((((...)))))..))(((((((.((((....)))))))))))).))))..)))).).))))..
bpRNA_RFAM_15761,..((((((....((((((......)))))).))))))...............(((((((...(((((((((((...((((....((((((.((((..............)))).))))))))))))))))).))))....))))))).(((((.(((((((((((....))))))))))))))))...
bpRNA_RFAM_9324,.........((.(((((((((((.(((((.....)))))((((........))))((((((..((((((..(((....))).......(((((..((((.(((((.......((((((...)))))).....))))).))))......)))))..))).)))..)))))).))))))..))).)).))
bpRNA_RFAM_4355,((((((((((.....(.((((......)))).)....................(((((....)))))..(((((((...((....))...)))))))....)))))))))).(((((......((((((.((((...))))(((...(((((...)))))...)))..))))))......)))))...
bpRNA_RFAM_8983,(((((((..(((((.(((((((((.((....))......))))))))).....(((((.......)))))(((((....)))))(((.((.((..(...(((((....(((.(((((((...)))))))...)))))))))..)))).)))...............)))))..)))))))........
bpRNA_RFAM_38274,.(((((..(((...(((....))).....((((((...))))))....((((((((.....((((((((((((((...(((......)))...))))))))....)))).)).(((((....)))))..(((.(((.....))).)))..........)))))))))))..)))))............
bpRNA_RFAM_3131,...((((((((((((((((....)))........((((.((((((((........(((((..(((((((..((((.(..((...(((...(((((......)))))..)))...)).).)))...)..)))))))..((((.....)))))))))...)))))))).)))))))))))))))))....
bpRNA_RFAM_24998,.(((((((.((......(((((((.((.((((((...(((...((((.....)))).....)))..))))))..))..)))))))......)).))...................((....((((....((((((((.....((((((...))))))...))).)))))....))))...))))))).
bpRNA_RFAM_39201,(((...((..(.(((..((..........))..))).)..))...)))......((((.(((((((........((((((((..((...........))..))))))))((.((..(((((.........)))))..))))((((((((....)).))))))..)))))))..))))............
bpRNA_RFAM_41236,((((((((..((.((((.......(((..((((((.((........)).))))))..)))............((((((.(((((((((((((...))))))....)))))))....................))))))((((.....))))................)))).)).)))))).)).....
bpRNA_RFAM_3090,(((((((((((((((.(((....((((....((((((((((...............(((.((((..((.(((.((((...((((.(.((((((((...))).)))))).))))...)))).))))))))).)))...((((...))))))))))))))...))))....))))))).))))))))))).
bpRNA_RFAM_18500,........((((((((((.(((((((((((((...((((((((.(.(((.((((((.(((.(((...((((...((((...(((.(((((..(((((...)).)))))))).)))..))))...))))...))).))).)))))).)))).)))))))))))).))))))).)).))))))))))....
bpRNA_RFAM_37702,..((((....))))((((((...)))))).((((((((...))))))))..((((..(((((((((((...........((((((.....(((.((((((((((((..((((........))))...)))))((((.....))))))))))).)))..))))))))))).))))))........)))).
bpRNA_RFAM_4351,((((((((..((.(((.((((.(((....(((((((................................)))))))...)))...........)))))))))..)))))))).((((((..........((((((..((((........(((((....)))))..))))..)))))))))))).......
bpRNA_RFAM_9124,.........(((((....)))))(((((.....)))))....(((((...((((((.....)))))).(((.....))).(((.((((((.((((((((((........(((.(((((.....)))))...))).))))))))))..((((.....))))......)))))).))).......))))).
4p95-1-A,..(((....((((((..(((((...)))))..)))))).(((((((((.......)))))))))..(((((.(((.......(((((((((..((((((.((((...)))).))....))))..))))....(((.(((....(((...)))...))).))))))))......))).)))))..)))..
bpRNA_RFAM_24629,........(((((...(((.((((((....((((....)))))))))).)))(((....))).....(((((.....(((((.((.(((((...))))).)).))))).....)))))....((.((..(((((...((((((..........)))))))))))..)).))((((....)))).)))))
bpRNA_RFAM_900,...((..(((((((....))).))))...((((......(((((...)))))......))))...((((((((...))))))))....((((((((.........((((((((.....(((((...))))).....))))))))))))))))((((....))))..(((((.......)))))))....
bpRNA_RFAM_6220,......(((((((............)))))))....((.(((((.....))))).))((((((((((.......(((((.....)))))))))))))))((((((((.(((.((.((.((..(((((((((((((((((((....)))).)))))))))))))))..)).))..))))).))))).)))
bpRNA_RFAM_16693,.....((.(((((((((.....)))))).(((.....((((..((.(((..(((((((.(((((.((((....)))).)))))..)))))))))))).))))..)))((((......)))).............))).))..........(((((((((..((......))..))))))))).......
bpRNA_RFAM_24645,......(((((..(((((((..(((((((((((((............((((((((..(.......)..))))))))))))....)))))))))..).)))).))..)))))...((((....(((((...(((((.(((..(((((....))))).....))).)))))..)))))...))))......
bpRNA_RFAM_9104,........(((..((((((...(((((.((((....(((............))).....)))).))))))))))))))((((((((((((((((.((...((((........)))).)).))))))))).....)))))))(((((((((..(.(((((....))))))..))........))))))).
bpRNA_RFAM_9225,.....((((((.((((.(((.((((((....)))))))))...(((..(((((.(....))))))....)))((((.((((....))))..)))).(((((((......((((((......))))))....)))))))...)))).))))))((...(((((.((.......)).)))).)....))..
bpRNA_RFAM_955,..(((.((..((((.....))))..((.((.(((...))).)).)).((((((........)))))).(((((....)))))(((((.(((....))).))))))).)))(((((((((((((..((....))...)))))))))))))..((((((((.((((....)))).).))))))).......
bpRNA_RFAM_9133,(((...(((((((((.....)))))))))..)))((((((((...(((((....(((((.((.(..((((((.((.(((((.(((((.(((.((.((((((((....)).)))..))).)).))))))))...))))).))..))))))..)))...))).))...)))))))))))))..........
bpRNA_RFAM_12155,(((((...((.(((((.....((((....)))).((((........))))(((.((.(((((((...(...(((((((((((((((((.(((..(((((.((((.....)))))))))))).))))))....)))))))))))...)...))))))).)).)))(((....))))))))))...)))))
bpRNA_RFAM_9056,....((((..(((((((((((((((....))))).....((((.(((((.......)))))....))))............(((((..(....(((((.((..((...(((((((....)))))))))..)).))))).....).....)))))....((((...)))))))))))))).)))).....
bpRNA_RFAM_2325,((.(((.((((((.(((((((((....)))))))))......((((((....)))))).(((((((....)))))))((((((((.((.....(((((((((....)))))).))))))))))))))))))).(((((((((......)))))))))..))).))..........((((....))))..
bpRNA_RFAM_6244,......((((((.(........).))))))....((((((.....))))))((((((((((.......(((((....)))))))))))))))(((((.((.(((.((..(((((.((((((((.((((.(((.((.......)).))).)))).))))))))..).))))...))))).)).)))))..
bpRNA_RFAM_26684,..............(((((((((((.............)))...(((((..((((.....(((.....((((((((....))))).))).....))).....))))..))))).))))))))..((((((((...(((.(((.(.(.((.((((...)))).))).).))))))..)))))))).....
bpRNA_RFAM_9055,.......(((.((((((((((((((((((......))))))))......((((.(((((.......)))))....)))).(..(((.....(((..((..(((((..((..(((...(((....))))))..))..)))))..)).....))).....)))..)....)))))))..))).))).....
bpRNA_RFAM_6222,......(..(((.(((((....))))).)))..).((((((.....))))))((((((((((.......((((((...))))))))))))))))...(((.(((((((((((((..((((((((((.(((((((.......)))))..)).))))))))))..)))).))).))..))))..)))....
bpRNA_RFAM_9263,............((((.(((((((((((((...)))))))))......(((((.((((.......)))).....)))))(((......)))..........(((((((((......(((.((.((.....)).))..)))))))))))).......(((....)))..)))).))))............
bpRNA_RFAM_43261,...((....))..((((((..((.((((((.(((((((((.............((((((.....)))))).(((..(((.(((((((....))))......)))...))))))............((((.(((...........))).)))).....))))..))))).))))))..))....))))))
bpRNA_RFAM_28738,((((((((((...(((((((((((((((((((((((((((....)))))))..))))))))))))).)))))))..((((((((..((((...((((((((((((....))))))))))))....))))..)))))))).(((((((....(((((...)))))...))))))).....))))))))))
bpRNA_RFAM_26678,((((...((((((.((.......)).))))))....))))..((.((((((...(((.((..((((((((((((.((((((.......)).)))).)))))))).....((.....))..(((.((((.....)))).)))))))..)).)))....)))))).))((((.((....)).)))).....
bpRNA_RFAM_33265,((((....))))..(((((............(((((((((....))))).))))((..((((((.(((......))).((((((....))))))..(((((......))))))))))).))(((((((....(((((.....)))))....))))))).(((((...........))))))))))....
bpRNA_RFAM_883,.......(((..(((((((((((..(((..((((((............((((((......))))))((((((((...))))))))))))))..)))..))))..((((((((....)))))))).)))))))..)))...((..(((((((((...(((......))).)))))))))..)).......
bpRNA_RFAM_9017,....((((.((((((((...((((((((.((((((((......(((..(((((.......)))))....))).((((((((....))))...))))...(((....))).))))))))...)))))))))))))))).))))..(((.(((.(((.(((....))).)))...))).))).........
bpRNA_RFAM_9334,............(((((.(((((((((........)))))).....((((.(((((.......)))))....))))...........(((((........)))))..(((((.((((......))))...)))))((((.((....((((......))))....)).))))..))))))))........
bpRNA_RFAM_9083,............((((((((((((((((((....))).).)))))...(((((..(((.(((..(((..((((.(((....))).))))))).))).)))..)))))........(((((....)))))..((((...((((((((...))))..)))).....)))))))))))))............
bpRNA_RFAM_27038,.((((..((((..((((..((((........))))..))))..))))..))))..........(((((.........((((((.....((.((....)).))....)))))).........)))))..(((((((((...((....))...))))))))).............................
bpRNA_RFAM_19933,(((.((....((((.((((.((((((.(((.(((.(((.((((.(((((...(((((....(((((.(((.((..((..((((.........)))).)))).))).)))))((.((.(.....).)).))..)))))..))))).)))).))).))).))).)))))).))))))))..))))).....
bpRNA_RFAM_39085,((((((((....(((((....)))))((((((....))))))))))))))...(((...(((.((....)).))).((((..(((....)))..))))....((((....))))....))).(((.(..(((((((((((....((((......))))...))))).......))))))..).)))...
bpRNA_RFAM_3145,...((((((((.(((.((((.((((((((((((((((((((....((((.(((...(((.((((...(((.((((......(((...(((((.......)))))..)))......))))))))))).))).....))).))))..))))))..))))))))))))))...))))))).))))))))....
bpRNA_RFAM_6243,.............((((((...))))))....(((((((((((....)))))).((((((((((.......(((((....)))))))))))))))..((((........))))(((((..((.((((((.(((((.(.......).))))).)))))).))..)))))......)))))...........
bpRNA_RFAM_24640,.................((....((((.(((((....(((((((((.....)))))))))(((((.(((............))).)))))....))))).))))....))(((((((...........(((((...(((((((((..(((((....))))))))))))))..)))))..)))))))....
bpRNA_RFAM_35071,(((((((((((((.....)))))))))(((((((((..((........))...))))))))).......))))(((((((..(((.(((((......))))).)))..)))).))).((((..((((.((((((...((((((((.......))))))))....))))))..))))....))))......
bpRNA_RFAM_917,...(((..(((....)))..)))...((((.((.(((((......(((((......)))))(((((((((...)))).)))))...........(((......)))....((((((...))))))........(((.(((((((.(((((.......))))).))))))))))....)))))))))))..
bpRNA_RFAM_37948,..((((....)))).(((((.....)))))(((.(((....))).)))..((((((....(((((((..(((((.(..(((((.......))))).).)))))((((.........))))...(((..(((......)))..))).((((...))))..))))))).((...)).......))))))...
bpRNA_RFAM_1019,.......((((((((...))))))))..((((((((..(((((..((((((((......)))))))).(((((((....)))))))......(((((((((((((((.(.(((..(((((....)))))))).)))))))))))))))))))))(((((((((....)))))...))))))))))))...
bpRNA_RFAM_36664,...((((((((((((.....((((.((((((((..((((((.(((((.(((.(((((((((((((((...(((......((((((......(((((....))))).....)))))))))...))))..))))))))))))))..))))).))))))..)))))))).)))))))))))))))).......
bpRNA_RFAM_985,...(((.(((..(((....)))..)))...))).((((.((......((...(((((((((...(((..((((....))))))).))))))))).)).....)).))))((((((((((...((((....)))).))))))))))...((((((((((.............))))).)))))........
bpRNA_RFAM_39126,((((..((..((((.......(((....)))...))))..))..))))......(((.(((((((........(((((((((..((..........).)..)))))))))...((..(((((.........)))))..))..((((((.........))))))...)))))))..)))............
bpRNA_RFAM_34892,.(((.(((((((((((....))))))))....((((.....((.(((...........))).)).....)))).((((.(((((((...))))))).)))).....((((((.(.(((..(.((((((.((((((..........))))))...)))))).)..)))).))))))........)))))).
bpRNA_RFAM_26440,.(((((((((..(((((((..((((((........))))))..)))))))....)))).........)))))(((((((.(..((((.((......))..))))....).))))))).......((.(.(((..(((((.((.(((((((........))))))).)))))))..))).).)).......
bpRNA_RFAM_982,(((((((((((((....))))).)).....((((...((((((.......))))))...))))(..((((((.(((((((((((.....))))))))..))).))))))..).....)).))))...((((..((((((((.....((((((.......)))))).....))))))))..))))......
bpRNA_RFAM_24641,.........((((.(((((..(((((((((..(((..........((((((((..((.......))..)))))))))))....)))))))))..).))))))))..........(((.....(((((...((.(((((...(((((((....)))))))...))))).))..)))))....)))......
bpRNA_RFAM_12908,.....((((....))))..(((..((((((((.....((((((((((((....((((....))))....))))).......(((..(((.......)))..)))....)))))))((((((((.(((((.......))))).))))))))....)))))))).)))....((((.....)))).......
bpRNA_RFAM_968,((((..(((.((((....)))).)))....)))).......(((((((..((((((((((..((...((((((.....)))))).)))))))))))).....)))))))(((((((((.(((((....)))))..))))))))).((((((((((((............)))))).))))))........
bpRNA_RFAM_34894,(((........))).....(((((((((...(((((((.....))))).........)))))))))))............((((((..(((((.....).))))..))))))(((((((((..(((.(((((......)))...(((((((((((...)).))))))))))).)))...)))))))))..
bpRNA_RFAM_18536,(((((.((.(((((((((((((((.(((((.((..((((......(((((((((.(.(((.((((.(((((....((((...((((((((.........))))))))...))))....))))).)))).))).).))).)).))))...))))..)).))))).))))))))))))))).)).)))))..
bpRNA_RFAM_4352,(((((((((((((((..........))))).......................(((.(((.((.....))))))))((((((............)))))).))))))))))...(((((.((....(((((((((((..((.......(((((...))))))))))))))))))))))))).........
bpRNA_RFAM_9210,.((((..........))))..(((((((((((((...((....(.((..(((((.......))))).)).)....))..)))))))..))))))...(((((.....(((.(((((((....)))))))...)))))))).((((((((..(((((.((.(((...))))))))))))))))))......
bpRNA_RFAM_27390,..........(((((..(((((...............((((((((..(((..(((....))))))....))).)))))(((((.(((((..(((((((((((((((((((.(((((.((((.....))))))))).)).).)))))))..))))))))).....)))))))).))....)))))))))).
bpRNA_RFAM_9313,...((((((((((((((((((((((((((.....))))))(((..(.(((..(((((.......)))))....)))))))........((((((((((..(((((......(((((((....))))))).....)))))..))).))...)))))))))))))......))).))))..)))))......
bpRNA_RFAM_8667,.((((((((((....((((((.(((.......(((((((...(((........)))......)))))))......)))))))))...((((((((((((......))))))))).))).((((((((((.....)))))))).)).(((((((((((((...)))))))))))))....)))))))))).
bpRNA_RFAM_2138,.((((((.........(((((((....((....)))))))))......))))))..((((((((......(((((((((....)))))))))))))).))).........((((((.((.....)).))))))..(((((.((((((((((((((((((.......))).))))))))))))))))))))
bpRNA_RFAM_9118,....................(((.(((..(((((((((((((((..((...((((.(....((((((.((...(((((((((....))))).)))).(((((.....(((.(((((((....)))))))...)))))))))).)))).)))))))...)).)))....).)))))))))))..))).)))
bpRNA_RFAM_34896,.(((((..(((((((((((((....)))))))).((((((.((.(((((....))))))).(((((((.......)))))))(((((.(((((((.((((....((.((((((.....))))))..))......)))).))))))).))).))))))))..........)))).)..)))))........
bpRNA_RFAM_24688,......................(((((((((((.((((((((((......)).))).))))).((((.......))))......((((..((((((......)))))).)))).(((((.......))))).(((((..(........(((.(((((...))))).))))..))))))))))))))))..
bpRNA_RFAM_16973,....(((((((.((((((((......(((((((((((............(((((((.((((.((((((((...(((((((.....((((((((..(((....)))..)))))......))).....)))))))....)))))))))))).)))))))))))...)))))))..)))))))))))))))..
bpRNA_RFAM_21696,(((((((((((((((((((((((((((((((((((((((((((.((((((((((.(((.((.(((.(((((((((((((.((.....((((........)))).....)).))))))))))))).))).)).))).)))))))))).)))))))))))))))))))))))))))))))))))))))))))
bpRNA_RFAM_26715,......................................(.(((((....))))).)...........((((((.((((((...((((((......))))))...)))).)).))))))..(((((((((((.....((((((.((((((.(((....))).)))))).))))))..)))))))))))...
bpRNA_RFAM_39227,(((..((.(((..(((((.......))).))..))).))..))).........((((.(((....(((((((...(.(((((((((................))))))))).).((..((((((........))))))..))..(((((..............))))).)))))))...))).))))...
bpRNA_RFAM_18509,((((((((((((((((((((((.(((.(((...((.((.((.((.(((((.((((.((((((((((.(((...((((((...(.((((((...)))))).)))))))...))))))))))))).)))).)))...)).)))))).)).))))))...))))))))))))))))))))))...........
bpRNA_RFAM_9127,....((.((((((........(((.....)))..........)))))).))(((((.......)))))((((..........))))....((((.((((((......(((((((((((((....))))))....(((....)))....)))))))..(((....))).))))))...)))).........
